name,price,reviews,reviewScore,copiesSold,publishers,avg_publisher_copies,year,season,years_since_release,popularity,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy
Lies of P,59.99,28801,93,684494,NEOWIZ,548632.2857142857,2023,Fall,1,3,1,1,0,0,0,0,0,1,0,0,0,0
Dyson Sphere Program,19.99,75142,98,2245505,Gamera Games,562142.7272727273,2021,Winter,3,4,0,0,0,1,0,1,0,0,0,1,0,1
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,19.99,79853,91,3209100,BANDAI NAMCO Entertainment,548805.9117647059,2016,Winter,8,4,1,1,0,0,0,0,0,0,0,0,0,0
Atomic Heart,59.99,27674,85,816996,"Focus Entertainment, 4Divinity",816996.0,2023,Winter,1,4,1,1,0,0,0,0,0,1,0,0,0,0
Mount & Blade: Warband,19.99,154858,98,4755108,TaleWorlds Entertainment,2193177.3333333335,2010,Spring,14,4,1,0,0,0,0,0,0,1,0,0,0,0
Scrap Mechanic,19.99,102037,93,2644313,Axolot Games,2644313.0,2016,Winter,8,4,1,1,0,1,0,1,0,0,0,1,0,0
Batman: Arkham Asylum Game of the Year Edition,19.99,57006,96,4067655,WB Games,2173685.875,2010,Spring,14,4,1,1,0,0,0,0,0,0,0,0,0,0
Crusader Kings II,0.0,71522,91,5400160,Paradox Interactive,1036797.0,2012,Winter,12,4,0,0,0,0,1,0,0,1,0,1,0,1
Tiny Tina's Wonderlands,59.99,14838,76,1218441,2K,1044324.4615384615,2022,Summer,2,4,1,1,0,0,0,0,0,1,0,0,0,0
Mortal Kombat X,19.99,51790,85,2166135,"Warner Bros. Games, Warner Bros. Interactive Entertainment",1593582.6666666667,2015,Spring,9,4,1,0,0,0,0,0,0,0,0,0,0,0
Marvel’s Spider-Man: Miles Morales,49.99,29497,94,956521,PlayStation Publishing LLC,966504.6153846154,2022,Fall,2,4,1,1,0,0,0,0,0,0,0,0,0,0
Summoners War: Chronicles,0.0,11471,79,1593929,Com2uS,1013519.5,2022,Fall,2,4,1,1,0,0,1,0,1,1,0,0,0,1
Company of Heroes 2,19.99,103625,79,5616089,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1860733.111111111,2013,Summer,11,4,0,0,0,0,0,0,0,0,0,0,0,1
Wolfenstein II: The New Colossus,39.99,38544,80,1303352,Bethesda Softworks,1513561.1956521738,2017,Fall,7,4,1,0,0,0,0,0,0,0,0,0,0,0
Noita,19.99,61906,95,2665536,Nolla Games,2665536.0,2020,Fall,4,4,1,1,0,0,0,1,0,1,0,1,0,0
Chivalry: Medieval Warfare,24.99,65541,83,4605721,Torn Banner Studios,4605721.0,2012,Fall,12,4,1,0,0,0,0,1,0,0,0,0,0,0
Undertale,9.99,211439,97,5864903,tobyfox,5864903.0,2015,Fall,9,4,0,0,0,0,0,1,0,1,0,0,0,0
Killing Floor,19.99,64472,95,3322077,Tripwire Interactive,1287160.7777777778,2009,Spring,15,4,1,0,0,0,0,0,0,0,0,0,0,0
Persona 3 Reload,69.99,19596,95,533906,SEGA,613598.4303797468,2024,Winter,0,3,0,1,0,0,0,0,0,1,0,0,0,1
Guild Wars 2,0.0,16840,89,1772301,NCSOFT,1772301.0,2022,Summer,2,4,0,1,0,0,1,0,1,1,0,0,0,0
ヘブンバーンズレッド,0.0,3764,88,726192,"WFS, Inc.",419463.0,2022,Summer,2,4,0,1,0,0,1,0,0,1,0,0,0,0
Wolfenstein: The New Order,19.99,50617,91,2291140,Bethesda Softworks,1513561.1956521738,2014,Spring,10,4,1,0,0,0,0,0,0,0,0,0,0,0
Diablo® IV,49.99,21324,61,795856,"Blizzard Entertainment, Inc.",5027209.5,2023,Fall,1,4,1,0,0,0,0,0,0,1,0,0,0,0
Outlast,19.99,108267,96,5048707,Red Barrels,2817516.0,2013,Fall,11,4,1,1,0,0,0,1,0,0,0,0,0,0
Medieval Dynasty,34.99,35211,91,1282695,Toplitz Productions,559445.3333333334,2021,Fall,3,4,1,1,0,0,0,1,0,1,0,1,0,0
American Truck Simulator,19.99,139484,97,4497621,SCS Software,5774093.0,2016,Winter,8,4,0,0,0,0,0,1,0,0,0,1,0,0
Northgard,29.99,56655,88,2408635,Shiro Games,1321566.6666666667,2018,Spring,6,4,0,0,0,0,0,1,0,0,0,1,0,1
Age of Empires® III (2007),39.99,31341,91,2257513,Xbox Game Studios,1525461.4473684211,2012,Winter,12,4,0,0,0,0,0,0,0,0,0,1,0,1
SPORE™,19.99,55124,92,3658513,Electronic Arts,1221779.0483870967,2008,Winter,16,4,1,1,1,0,0,0,0,1,0,1,0,1
State of Decay 2: Juggernaut Edition,29.99,50095,83,1856111,Xbox Game Studios,1525461.4473684211,2020,Spring,4,4,1,0,0,0,0,0,0,1,0,1,0,0
Russian Fishing 4,0.0,64517,71,5214597,FishSoft LLC,5214597.0,2021,Fall,3,4,0,1,1,0,1,0,1,1,0,1,1,0
Tree of Savior (English Ver.),0.0,20133,64,1469284,"IMCGAMES Co.,Ltd.",878029.0,2016,Spring,8,4,0,0,0,0,1,0,1,1,0,0,0,0
Freestyle 2: Street Basketball,0.0,12478,73,1784215,JOYCITY,1784215.0,2015,Spring,9,4,1,0,1,0,1,0,1,0,0,0,1,0
MARVEL SNAP,0.0,26365,84,2798716,Nuverse,2798716.0,2023,Summer,1,4,0,0,1,0,1,0,0,0,0,0,0,1
GUILTY GEAR -STRIVE-,39.99,43638,91,1082204,Arc System Works,345734.85714285716,2021,Summer,3,4,1,0,0,0,0,0,0,0,0,0,0,0
Prey,29.99,45267,91,1631876,Bethesda Softworks,1513561.1956521738,2017,Spring,7,4,1,1,0,0,0,0,0,0,0,0,0,0
Company of Heroes 3,59.99,21124,54,598680,SEGA,613598.4303797468,2023,Winter,1,3,1,0,0,0,0,0,0,0,0,0,0,1
Batman™: Arkham Knight,19.99,110867,87,3611858,WB Games,2173685.875,2015,Summer,9,4,1,1,0,0,0,0,0,0,0,0,0,0
eFootball™ 2024,0.0,76815,41,3512935,KONAMI,1196084.5384615385,2021,Fall,3,4,0,0,0,0,1,0,0,0,0,1,1,0
Castle Crashers®,14.99,104923,96,7145466,The Behemoth,3975395.3333333335,2012,Fall,12,4,1,1,1,0,0,1,0,1,0,0,0,0
XCOM: Enemy Unknown,29.99,52748,94,2462458,"2K, Feral Interactive (Linux)",2462458.0,2012,Fall,12,4,0,0,0,0,0,0,0,0,0,0,0,1
SnowRunner,29.99,29273,90,1599044,Focus Entertainment,541846.2352941176,2021,Spring,3,4,0,1,0,0,0,0,0,0,0,1,0,0
Blade and Sorcery,29.99,48778,97,1533193,WarpFrog,1533193.0,2024,Summer,0,4,1,1,0,0,0,1,0,1,0,1,0,0
Counter-Strike,9.99,229711,97,6950320,Valve,2727962.84,2000,Fall,24,4,1,0,0,0,0,0,0,0,0,0,0,0
Wartales,34.99,22648,91,1176784,Shiro Games,1321566.6666666667,2023,Spring,1,4,0,1,0,0,0,1,0,1,0,0,0,1
Plague Inc: Evolved,14.99,49438,95,3953000,Ndemic Creations,2161606.5,2016,Winter,8,4,0,0,1,0,0,1,0,0,0,1,0,1
Inscryption,19.99,106187,97,2395359,Devolver Digital,766832.0655737704,2021,Fall,3,4,0,1,0,0,0,1,0,0,0,0,0,1
Just Cause 2,14.99,49397,91,4530682,Square Enix,733116.220338983,2010,Spring,14,4,1,1,0,0,0,0,0,0,0,0,0,0
Torchlight II,19.99,42673,93,3366427,Arc Games,1540695.5,2012,Fall,12,4,1,1,0,0,0,1,0,1,0,0,0,0
Grim Dawn,24.99,89329,94,3198393,Crate Entertainment,2021482.5,2016,Winter,8,4,1,1,0,0,0,1,0,1,0,0,0,0
Call of Duty®: Modern Warfare® 3 (2011),39.99,35360,88,943650,Activision,921898.9310344828,2011,Fall,13,4,1,0,0,0,0,0,0,0,0,0,0,0
The Outlast Trials,39.99,42643,94,1151732,Red Barrels,2817516.0,2024,Spring,0,4,1,1,0,0,0,1,0,0,0,0,0,0
Gray Zone Warfare,34.99,44621,67,863642,"MADFINGER Games, a.s.",863642.0,2024,Spring,0,4,1,1,0,1,0,0,1,0,0,0,0,0
OUTRIDERS,19.99,59055,66,1234582,Square Enix,733116.220338983,2021,Spring,3,4,1,1,0,0,0,0,0,1,0,0,0,0
Party Animals,19.99,40157,73,1896213,Source Technology,1896213.0,2023,Fall,1,4,1,0,1,0,0,1,0,0,0,0,0,0
PAYDAY 3,39.99,47962,40,781774,Deep Silver,1304229.3043478262,2023,Fall,1,4,1,1,0,0,0,0,0,1,0,0,0,0
Vampire Survivors,4.99,220861,99,8004138,poncle,8004138.0,2022,Fall,2,4,1,0,1,0,0,1,0,1,0,0,0,0
Escape the Backrooms,9.99,63615,91,3941308,Fancy Games,3941308.0,2022,Summer,2,4,0,0,0,1,0,1,0,0,0,0,0,0
Temtem,44.99,37592,83,870528,Humble Games,559759.7,2022,Fall,2,4,0,1,0,0,0,1,1,1,0,0,0,0
Divinity: Original Sin - Enhanced Edition,39.99,25268,90,2043592,Larian Studios,897591.0,2015,Fall,9,4,0,1,0,0,0,1,0,1,0,0,0,1
BONEWORKS,29.99,33879,92,1057386,Stress Level Zero,496655.6666666667,2019,Winter,5,4,1,1,0,0,0,1,0,0,0,1,0,0
Sniper Elite 3,29.99,25196,82,2132540,Rebellion,887431.9230769231,2014,Summer,10,4,1,1,0,0,0,0,0,0,0,0,0,0
Far Cry® Primal,29.99,28199,85,1393252,Ubisoft,914871.4875,2016,Winter,8,4,1,1,0,0,0,0,0,0,0,0,0,0
BioShock™ Remastered,19.99,50179,80,3788075,"2K, Feral Interactive (Mac)",1702164.0,2016,Fall,8,4,1,0,0,0,0,0,0,1,0,0,0,0
Mafia: Definitive Edition,39.99,65468,87,2239535,2K,1044324.4615384615,2020,Fall,4,4,1,1,0,0,0,0,0,0,0,0,0,0
Nioh 2 – The Complete Edition,49.99,37991,89,925134,"KOEI TECMO GAMES CO., LTD.",335365.6842105263,2021,Winter,3,4,1,0,0,0,0,0,0,1,0,0,0,0
Resident Evil 6,19.99,45856,79,2414074,Capcom,836097.8095238095,2013,Spring,11,4,1,1,0,0,0,0,0,0,0,0,0,0
Outer Wilds,24.99,58157,96,1779224,Annapurna Interactive,657660.5714285715,2020,Summer,4,4,1,1,0,0,0,0,0,0,0,0,0,0
Chivalry 2,39.99,32449,82,1273087,Tripwire Presents,695669.6666666666,2022,Summer,2,4,1,0,0,0,0,0,1,0,0,0,0,0
Victoria 3,49.99,38269,66,868594,Paradox Interactive,1036797.0,2022,Fall,2,4,0,0,0,0,0,0,0,0,0,1,0,1
ACE COMBAT™ 7: SKIES UNKNOWN,59.99,38076,88,1390788,Bandai Namco Entertainment,768168.0714285715,2019,Winter,5,4,1,0,0,0,0,0,0,0,0,1,0,0
Sid Meier's Civilization®: Beyond Earth™,59.99,21758,60,1031853,"2K, Aspyr (Mac), Aspyr (Linux)",5739552.5,2014,Fall,10,4,0,0,0,0,0,0,0,0,0,0,0,1
Alien: Isolation,39.99,52803,93,1698294,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1860733.111111111,2014,Fall,10,4,1,0,0,0,0,0,0,0,0,0,0,0
Mortal Kombat 1,69.99,22184,72,473899,Warner Bros. Games,2258570.2,2023,Fall,1,3,1,0,0,0,0,0,0,0,0,0,0,0
GrandChase,0.0,22509,60,1050656,KOG,1804537.0,2021,Summer,3,4,1,0,1,0,1,0,0,0,0,0,0,0
コイカツ！ / Koikatsu Party,59.99,5483,92,468583,ILLUSION,248439.33333333334,2019,Summer,5,3,0,0,0,0,0,0,0,0,0,1,0,0
Shadow Warrior 2,29.99,25058,87,1969365,Devolver Digital,766832.0655737704,2016,Fall,8,4,1,1,0,0,0,0,0,0,0,0,0,0
Mirror's Edge™,19.99,34838,88,2876286,Electronic Arts,1221779.0483870967,2009,Winter,15,4,1,1,0,0,0,0,0,0,0,0,0,0
PowerWash Simulator,24.99,40883,97,1342611,Square Enix,733116.220338983,2022,Summer,2,4,0,0,1,0,0,1,0,0,0,1,0,0
Dragon's Dogma: Dark Arisen,29.99,37901,90,2494502,Capcom,836097.8095238095,2016,Winter,8,4,1,1,0,0,0,0,0,1,0,0,0,0
The Walking Dead,14.99,65168,97,2525635,Skybound Games,769440.4285714285,2012,Spring,12,4,0,1,0,0,0,0,0,0,0,0,0,0
Control Ultimate Edition,39.99,41325,88,1495221,505 Games,625480.3181818182,2020,Summer,4,4,1,1,0,0,0,0,0,0,0,0,0,0
Call of Duty: World at War,19.99,46297,92,2237061,Activision,921898.9310344828,2008,Fall,16,4,1,0,0,0,0,0,0,0,0,0,0,0
ICARUS,34.99,35759,70,1017242,RocketWerkz,622902.0,2021,Winter,3,4,1,1,0,0,0,0,0,0,0,1,0,0
Kerbal Space Program 2,49.99,21780,46,556030,Private Division,1225312.8,2023,Winter,1,3,0,0,0,1,0,1,0,0,0,1,0,0
Shop Titans,0.0,15430,78,1423457,"Kabam Games, Inc.",1423457.0,2020,Spring,4,4,0,1,1,0,1,0,0,1,0,1,0,0
Wolcen: Lords of Mayhem,39.99,66458,56,1399116,WOLCEN Studio,1399116.0,2020,Winter,4,4,1,1,0,0,0,1,0,1,0,0,0,0
F1® 23,69.99,13502,86,578854,Electronic Arts,1221779.0483870967,2023,Summer,1,3,0,0,0,0,0,0,0,0,1,0,1,0
Dishonored,9.99,76072,98,3741171,Bethesda Softworks,1513561.1956521738,2012,Fall,12,4,1,1,0,0,0,0,0,0,0,0,0,0
Nioh: Complete Edition,49.99,32344,80,1066595,"KOEI TECMO GAMES CO., LTD.",335365.6842105263,2017,Fall,7,4,1,0,0,0,0,0,0,1,0,0,0,0
Age of Wonders 4,49.99,12214,82,602643,Paradox Interactive,1036797.0,2023,Spring,1,3,0,0,0,0,0,0,0,0,0,0,0,1
Prison Architect,29.99,66910,90,3874062,Paradox Interactive,1036797.0,2015,Fall,9,4,0,0,0,0,0,1,0,0,0,1,0,1
Batman: Arkham City - Game of the Year Edition,19.99,56744,96,3524132,WB Games,2173685.875,2012,Fall,12,4,1,1,0,0,0,0,0,0,0,0,0,0
Call of Duty®: Infinite Warfare,59.99,26050,58,618071,Activision,921898.9310344828,2016,Fall,8,3,1,1,0,0,0,0,0,0,0,0,0,0
The Elder Scrolls IV: Oblivion® Game of the Year Edition,14.99,43151,96,2749429,Bethesda Softworks,1513561.1956521738,2009,Summer,15,4,0,0,0,0,0,0,0,1,0,0,0,0
Two Point Hospital,29.99,30885,92,1468832,SEGA,613598.4303797468,2018,Summer,6,4,0,0,0,0,0,1,0,0,0,1,0,0
DC Universe™ Online,0.0,20370,81,1573015,Daybreak Game Company,4082585.0,2011,Fall,13,4,1,1,0,0,1,0,1,1,0,0,0,0
Tropico 6,39.99,24386,87,836238,Kalypso Media,354465.8333333333,2019,Spring,5,4,0,0,0,0,0,0,0,0,0,1,0,1
Outlast 2,29.99,46441,91,2252109,Red Barrels,2817516.0,2017,Spring,7,4,1,1,0,0,0,1,0,0,0,0,0,0
Supermarket Simulator,12.99,41160,94,2357474,Nokta Games,1601709.0,2024,Winter,0,4,0,0,1,1,0,1,0,0,0,1,0,0
The Crew™ 2,49.99,69133,81,1567945,Ubisoft,914871.4875,2018,Summer,6,4,1,0,0,0,0,0,1,0,1,0,0,0
Wreckfest,29.99,34876,88,1309211,THQ Nordic,419189.89130434784,2018,Summer,6,4,1,0,0,0,0,1,0,0,1,1,1,0
Ghostrunner,29.99,56330,92,1386454,505 Games,625480.3181818182,2020,Fall,4,4,1,0,0,0,0,0,0,0,0,0,0,0
Overwatch® 2,0.0,280091,16,9258563,"Blizzard Entertainment, Inc.",5027209.5,2023,Summer,1,4,1,0,0,0,1,0,0,0,0,0,0,0
 Lords Mobile: Last Fighter,0.0,5357,68,454781,IGG SINGAPORE PTE. LTD.,454781.0,2019,Summer,5,3,0,0,0,0,1,0,1,1,0,0,0,1
WorldBox - God Simulator,19.99,30027,95,1527339,Maxim Karpenko,1527339.0,2021,Winter,3,4,0,0,0,1,0,1,0,0,0,1,0,0
Totally Accurate Battle Simulator,19.99,117162,98,2777636,Landfall,3222581.8333333335,2021,Spring,3,4,0,0,0,0,0,1,0,0,0,1,0,1
PC Building Simulator,19.99,48519,94,2102771,The Irregular Corporation,2102771.0,2019,Winter,5,4,0,0,0,0,0,1,0,0,0,1,0,0
The Lord of the Rings Online™,0.0,19170,82,1871901,"Standing Stone Games, LLC",1403080.5,2012,Summer,12,4,1,1,0,0,1,0,1,1,0,0,0,0
Tales of Arise,39.99,31370,89,777102,Bandai Namco Entertainment,768168.0714285715,2021,Fall,3,4,1,0,0,0,0,0,0,1,0,0,0,0
DREDGE,24.99,27440,96,1173991,Team17,1196493.2631578948,2023,Spring,1,4,0,1,0,0,0,0,0,1,0,0,0,0
Idle Champions of the Forgotten Realms,0.0,13783,78,1485136,Codename Entertainment Inc.,925557.5,2020,Spring,4,4,1,1,0,0,1,1,0,0,0,0,0,1
Saints Row IV: Re-Elected,19.99,75973,88,4262291,Deep Silver,1304229.3043478262,2013,Summer,11,4,1,1,0,0,0,0,0,0,0,0,0,0
Crossout,0.0,60485,76,6186136,Gaijin Network Ltd,4335831.0,2017,Summer,7,4,1,0,0,0,1,0,1,0,1,0,0,0
Serious Sam 3: BFE,29.99,26185,88,2163497,Devolver Digital,766832.0655737704,2011,Fall,13,4,1,0,0,0,0,1,0,0,0,0,0,0
Black Mesa,19.99,106648,95,2900591,Crowbar Collective,2900591.0,2020,Spring,4,4,1,1,0,0,0,1,0,0,0,0,0,0
Dwarf Fortress,29.99,24241,95,834538,Kitfox Games,454673.0,2022,Winter,2,4,0,0,0,0,0,1,0,1,0,1,0,1
Assassin's Creed 2,19.99,46049,90,2754357,Ubisoft,914871.4875,2010,Spring,14,4,1,1,0,0,0,0,0,0,0,0,0,0
STAR WARS™: Squadrons,39.99,24784,67,1157605,Electronic Arts,1221779.0483870967,2020,Fall,4,4,1,0,0,0,0,0,0,0,0,1,0,0
Alan Wake,14.99,42586,91,2289911,Remedy Entertainment,1472677.5,2012,Winter,12,4,1,1,0,0,0,0,0,0,0,0,0,0
The Elder Scrolls V: Skyrim VR,59.99,10025,75,661420,Bethesda Softworks,1513561.1956521738,2018,Spring,6,3,0,0,0,0,0,0,0,1,0,0,0,0
Sniper Elite 5,49.99,15298,81,914594,Rebellion,887431.9230769231,2022,Spring,2,4,1,1,0,0,0,0,0,0,0,0,0,0
Crush Crush,0.0,25862,90,1051840,Sad Panda Studios,667522.5,2016,Fall,8,4,0,0,1,0,1,1,0,0,0,0,0,0
Enter the Gungeon,14.99,76216,96,3213921,Devolver Digital,766832.0655737704,2016,Spring,8,4,1,1,0,0,0,1,0,0,0,0,0,0
Ori and the Blind Forest,0.0,52621,95,2263543,Xbox Game Studios,1525461.4473684211,2015,Spring,9,4,1,0,0,0,0,0,0,0,0,0,0,0
This War of Mine,19.99,72223,95,4075078,11 bit studios,1547853.0,2014,Fall,10,4,0,1,0,0,0,1,0,0,0,1,0,0
NBA 2K24,59.99,28856,22,1138988,2K,1044324.4615384615,2023,Fall,1,4,0,0,0,0,0,0,0,0,0,1,1,0
The Escapists 2,19.99,27894,91,2734468,Team17,1196493.2631578948,2017,Summer,7,4,0,0,0,0,0,1,0,0,0,1,0,1
Hitman: Absolution™,19.99,44801,92,3079296,Io-Interactive A/S,1141460.75,2012,Fall,12,4,1,0,0,0,0,0,0,0,0,0,0,0
Metro 2033 Redux,19.99,77841,90,4775157,Deep Silver,1304229.3043478262,2014,Summer,10,4,1,0,0,0,0,0,0,0,0,0,0,0
Crash Bandicoot™ N. Sane Trilogy,39.99,15852,93,914122,Activision,921898.9310344828,2018,Summer,6,4,1,0,0,0,0,0,0,0,0,0,0,0
Hellblade: Senua's Sacrifice,29.99,60474,91,2024543,Ninja Theory,1127337.0,2017,Summer,7,4,1,1,0,0,0,1,0,0,0,0,0,0
Insurgency,14.99,123751,92,6499934,New World Interactive,3645971.0,2014,Winter,10,4,1,0,0,0,0,1,0,0,0,0,0,1
Wasteland 3,39.99,18611,84,613276,inXile Entertainment,294187.5,2020,Summer,4,3,0,0,0,0,0,0,0,1,0,0,0,1
Horizon Forbidden West™ Complete Edition,59.99,11966,91,406506,PlayStation Publishing LLC,966504.6153846154,2024,Spring,0,3,1,0,0,0,0,0,0,1,0,0,0,0
Limbus Company,0.0,33979,81,2066861,ProjectMoon,1285206.6666666667,2023,Winter,1,4,1,0,0,0,0,0,0,1,0,0,0,1
Pathfinder: Wrath of the Righteous - Enhanced Edition,39.99,30915,84,900198,"META Publishing, Owlcat Games",900198.0,2021,Fall,3,4,0,1,0,0,0,1,0,1,0,0,0,1
Wizard101,0.0,7112,82,725144,"KingsIsle Entertainment, gamigo group",725144.0,2018,Fall,6,4,0,1,1,0,1,0,1,1,0,0,0,1
Saints Row: The Third,9.99,66797,96,4156832,Deep Silver,1304229.3043478262,2011,Fall,13,4,1,0,0,0,0,0,0,0,0,0,0,0
Lords of the Fallen,59.99,28675,63,448547,CI Games,588348.6666666666,2023,Fall,1,3,1,1,0,0,0,0,0,1,0,0,0,0
Persona 4 Golden,19.99,64949,97,1366392,SEGA,613598.4303797468,2020,Summer,4,4,0,0,0,0,0,0,0,1,0,0,0,0
Don't Starve,9.99,104232,97,6122858,Klei Entertainment,1463667.4444444445,2013,Spring,11,4,0,1,0,0,0,1,0,0,0,1,0,0
Myth of Empires,29.99,14035,75,889257,Imperium Interactive Entertainment,889257.0,2021,Fall,3,4,1,1,0,0,0,1,1,1,0,0,0,0
Resident Evil 3,39.99,76326,81,1802020,"CAPCOM Co., Ltd.",1327660.2857142857,2019,Winter,5,4,1,0,0,0,0,0,0,0,0,0,0,0
Transport Fever 2,39.99,22618,90,804694,Good Shepherd Entertainment,346620.8333333333,2019,Winter,5,4,0,0,1,0,0,1,0,0,0,1,0,1
South Park™: The Fractured But Whole™,29.99,24990,84,1118589,Ubisoft,914871.4875,2017,Fall,7,4,0,0,0,0,0,0,0,1,0,0,0,0
Assassin's Creed® Syndicate,29.99,26096,80,1399902,Ubisoft,914871.4875,2015,Fall,9,4,1,1,0,0,0,0,0,0,0,0,0,0
DRAGON BALL XENOVERSE 2,19.99,45019,90,1392922,Bandai Namco Entertainment,768168.0714285715,2016,Fall,8,4,1,1,1,0,0,0,1,0,0,0,0,0
Total War: ATTILA,44.99,32099,82,1264013,SEGA,613598.4303797468,2015,Winter,9,4,0,0,0,0,0,0,0,0,0,0,0,1
IdleOn - The Idle RPG,0.0,17367,78,1706689,Lavaflame2,970119.0,2021,Spring,3,4,0,0,1,1,1,1,1,1,0,1,0,0
The Outer Worlds,29.99,24070,84,834889,Private Division,1225312.8,2020,Fall,4,4,0,0,0,0,0,0,0,1,0,0,0,0
Golf With Your Friends,14.99,59963,89,3784653,Team17,1196493.2631578948,2020,Spring,4,4,0,0,1,0,0,1,0,0,0,0,1,0
Dungeon Defenders II,0.0,21380,78,3775806,Chromatic Games,1788336.6666666667,2017,Summer,7,4,1,0,0,0,1,1,0,1,0,0,0,1
Foxhole,29.99,34099,82,1284399,Siege Camp,1284399.0,2022,Fall,2,4,1,0,0,0,0,1,1,1,0,0,0,1
Life is Strange - Episode 1,0.0,165214,96,6184874,"Square Enix, Feral interactive (Mac), Feral Interactive (Linux)",6184874.0,2015,Winter,9,4,1,1,0,0,0,0,0,0,0,0,0,0
Pillars of Eternity,29.99,22743,88,994773,Xbox Game Studios,1525461.4473684211,2015,Spring,9,4,0,0,0,0,0,0,0,1,0,0,0,0
Farming Simulator 17,14.99,23342,93,1210187,GIANTS Software,1210187.0,2016,Fall,8,4,0,0,0,0,0,0,0,0,0,1,0,0
Pavlov,24.99,37209,92,1912671,Vankrupt Games,1912671.0,2017,Winter,7,4,1,0,0,1,0,1,0,0,0,0,0,0
DEATHLOOP,59.99,26637,77,792784,Bethesda Softworks,1513561.1956521738,2021,Fall,3,4,1,0,0,0,0,0,0,0,0,0,0,0
Car Mechanic Simulator 2021,24.99,24064,96,1297867,PlayWay S.A.,760242.875,2021,Summer,3,4,0,0,0,0,0,0,0,0,1,1,0,0
Assassin's Creed Valhalla,59.99,21506,70,1173434,Ubisoft,914871.4875,2022,Winter,2,4,1,1,0,0,0,0,0,1,0,0,0,0
Timberborn,24.99,23745,95,1121841,Mechanistry,1121841.0,2021,Fall,3,4,0,0,0,1,0,1,0,0,0,1,0,1
Game of Thrones Winter is Coming,0.0,2355,60,250656,YOUZU (SINGAPORE) PTE. LTD.,250656.0,2019,Fall,5,2,0,0,0,0,1,0,1,1,0,1,0,1
STAR WARS™ Battlefront™ II,39.99,52618,88,1838815,Electronic Arts,1221779.0483870967,2020,Summer,4,4,1,1,0,0,0,0,0,0,0,0,0,0
Shakes and Fidget,0.0,36333,93,1896493,Playa Games GmbH,1896493.0,2016,Winter,8,4,0,1,1,0,1,1,1,1,0,0,0,1
SOULCALIBUR VI,59.99,12174,82,752470,BANDAI NAMCO Entertainment,548805.9117647059,2018,Fall,6,4,1,0,0,0,0,0,0,0,0,0,0,0
Stranded Deep,19.99,42119,75,1761600,Beam Team Publishing,1761600.0,2022,Summer,2,4,0,1,0,0,0,1,0,0,0,0,0,0
Escape Simulator,19.99,13180,94,1910251,Pine Studio,1910251.0,2021,Fall,3,4,0,1,1,0,0,1,0,0,0,1,0,0
Action Taimanin,0.0,17708,84,973597,Infini-Brain inc.,973597.0,2020,Fall,4,4,1,1,0,0,1,0,0,1,0,0,0,0
GreedFall,34.99,18115,77,728203,Focus Entertainment,541846.2352941176,2019,Fall,5,4,0,0,0,0,0,0,0,1,0,0,0,0
My Time at Sandrock,39.99,21173,89,915169,"Pathea Games, Focus Entertainment, PM Studios, Inc., DMM Games",915169.0,2023,Fall,1,4,0,1,1,0,0,1,0,1,0,1,0,0
"Warhammer 40,000: Rogue Trader",49.99,14541,78,476414,Owlcat Games,476414.0,2023,Winter,1,3,0,1,0,0,0,1,0,1,0,0,0,1
Max Payne 3,19.99,48650,86,2685966,Rockstar Games,1577840.2307692308,2012,Spring,12,4,1,0,0,0,0,0,0,0,0,0,0,0
Warhammer: End Times - Vermintide,44.99,20410,80,1342166,Fatshark,1730668.5,2015,Fall,9,4,1,0,0,0,0,1,0,0,0,0,0,0
Half-Life,9.99,115012,97,4777234,Valve,2727962.84,1998,Fall,26,4,1,0,0,0,0,0,0,0,0,0,0,0
March of Empires,0.0,1528,66,194984,Gameloft,662562.6666666666,2017,Winter,7,2,0,0,0,0,1,0,1,1,0,0,0,1
Dragon Age: Origins - Ultimate Edition,29.99,22408,89,1568213,Electronic Arts,1221779.0483870967,2010,Fall,14,4,0,0,0,0,0,0,0,1,0,0,0,0
The Isle,19.99,74514,82,1485195,Afterthought LLC,1485195.0,2015,Winter,9,4,1,1,0,1,0,1,1,0,0,1,0,0
Tower of Fantasy,0.0,10033,71,1174612,Level Infinite,587323.3333333334,2022,Fall,2,4,1,0,0,0,1,0,1,1,0,0,0,0
The Sims™ 3,19.99,30006,87,1819274,Electronic Arts,1221779.0483870967,2011,Winter,13,4,0,0,0,0,0,0,0,0,0,1,0,0
Yakuza 0,19.99,62384,95,2123303,SEGA,613598.4303797468,2018,Summer,6,4,1,1,0,0,0,0,0,1,0,0,0,0
SUPERHOT,24.99,35418,91,1445001,SUPERHOT Team,932613.6666666666,2016,Winter,8,4,1,0,0,0,0,1,0,0,0,0,0,0
The Planet Crafter,23.99,36048,97,1286469,Miju Games,948966.0,2024,Spring,0,4,0,1,0,0,0,0,0,0,0,0,0,0
Farthest Frontier,29.99,16612,86,844572,Crate Entertainment,2021482.5,2022,Summer,2,4,0,0,0,1,0,1,0,0,0,1,0,1
